Date;US dollar (USD);Euro (EUR)
09.08.2002;312.95;321.83
12.08.2002;316.7;323.86
13.08.2002;313.8;320.96
14.08.2002;315.65;319.84
15.08.2002;312.65;319.19
16.08.2002;314.2;319.34
19.08.2002;310.1;317.63
20.08.2002;308.0;315.7
21.08.2002;306.55;312.55
22.08.2002;305.4;314.07
23.08.2002;305.95;314.54
26.08.2002;305.95;314.54
27.08.2002;310.5;316.87
28.08.2002;311.1;317.03
29.08.2002;312.1;317.14
30.08.2002;312.8;318.96
02.09.2002;312.0;316.94
03.09.2002;313.5;314.54
04.09.2002;313.0;314.95
05.09.2002;317.55;320.18
06.09.2002;319.25;324.11
09.09.2002;322.5;328.55
10.09.2002;319.1;327.65
11.09.2002;315.5;324.66
12.09.2002;318.85;326.59
13.09.2002;318.8;325.77
16.09.2002;315.35;324.43
17.09.2002;315.9;325.94
18.09.2002;318.7;326.04
19.09.2002;322.25;327.89
20.09.2002;322.3;327.71
23.09.2002;322.5;327.81
24.09.2002;326.3;332.69
25.09.2002;325.15;332.06
26.09.2002;319.6;327.29
27.09.2002;320.05;328.05
30.09.2002;323.7;327.53
01.10.2002;321.75;326.78
02.10.2002;322.2;327.24
03.10.2002;322.1;326.11
04.10.2002;320.3;326.07
07.10.2002;321.75;327.48
08.10.2002;319.0;325.98
09.10.2002;319.35;323.65
10.10.2002;318.95;323.74
11.10.2002;316.85;321.41
14.10.2002;317.75;321.94
15.10.2002;316.2;321.8
16.10.2002;314.05;319.71
17.10.2002;310.75;319.54
18.10.2002;312.75;321.86
21.10.2002;312.6;321.04
22.10.2002;312.55;319.87
23.10.2002;312.1;319.71
24.10.2002;311.75;320.07
25.10.2002;313.0;320.3
28.10.2002;314.45;319.86
29.10.2002;317.15;321.85
30.10.2002;316.55;321.8
31.10.2002;316.9;320.0
01.11.2002;319.85;320.97
04.11.2002;317.55;319.11
05.11.2002;318.5;318.34
06.11.2002;317.3;318.16
07.11.2002;319.25;316.75
08.11.2002;321.7;317.63
11.11.2002;320.7;317.27
12.11.2002;321.75;318.53
13.11.2002;324.0;321.24
14.11.2002;318.6;317.24
15.11.2002;319.1;317.04
18.11.2002;318.75;316.0
19.11.2002;319.7;315.88
20.11.2002;318.85;317.64
21.11.2002;317.65;317.46
22.11.2002;317.7;317.99
25.11.2002;317.45;319.91
26.11.2002;317.5;319.8
27.11.2002;317.85;321.16
28.11.2002;317.6;319.2
29.11.2002;319.05;320.72
02.12.2002;316.45;318.3
03.12.2002;319.7;320.57
04.12.2002;322.1;322.1
05.12.2002;322.45;322.26
06.12.2002;325.75;323.2
09.12.2002;325.1;322.68
10.12.2002;323.1;320.09
11.12.2002;324.25;321.45
12.12.2002;326.4;321.35
13.12.2002;332.2;325.08
16.12.2002;333.0;326.53
17.12.2002;339.0;329.29
18.12.2002;338.0;329.05
19.12.2002;345.0;336.45
20.12.2002;341.6;332.65
23.12.2002;343.95;334.97
24.12.2002;343.95;333.58
25.12.2002;343.95;333.58
26.12.2002;343.95;332.74
27.12.2002;349.3;335.67
30.12.2002;347.2;332.15
31.12.2002;347.2;330.86
01.01.2003;347.2;330.86
02.01.2003;343.8;331.47
03.01.2003;344.5;330.71
06.01.2003;351.75;335.61
07.01.2003;349.0;334.61
08.01.2003;349.75;336.62
09.01.2003;352.4;336.29
10.01.2003;353.0;335.17
13.01.2003;352.55;334.08
14.01.2003;353.1;333.43
15.01.2003;351.0;331.48
16.01.2003;352.3;333.11
17.01.2003;357.0;334.99
20.01.2003;355.85;333.47
21.01.2003;353.8;331.3
22.01.2003;358.5;334.89
23.01.2003;364.7;339.0
24.01.2003;366.0;338.45
27.01.2003;368.5;340.35
28.01.2003;368.4;339.95
29.01.2003;369.9;340.42
30.01.2003;367.6;341.83
31.01.2003;367.5;342.34
03.02.2003;369.5;344.2
04.02.2003;376.55;346.48
05.02.2003;382.1;352.78
06.02.2003;375.8;346.9
07.02.2003;373.25;344.93
10.02.2003;370.5;343.98
11.02.2003;364.0;339.81
12.02.2003;356.3;331.9
13.02.2003;352.8;325.79
14.02.2003;354.25;328.19
17.02.2003;347.0;323.21
18.02.2003;344.1;321.95
19.02.2003;346.0;322.13
20.02.2003;351.55;324.91
21.02.2003;352.3;325.87
24.02.2003;355.2;329.84
25.02.2003;357.6;332.59
26.02.2003;351.9;326.07
27.02.2003;351.25;326.84
28.02.2003;347.45;322.37
03.03.2003;345.5;318.55
04.03.2003;353.4;324.04
05.03.2003;353.95;322.42
06.03.2003;354.7;323.07
07.03.2003;350.75;317.69
10.03.2003;354.45;320.6
11.03.2003;348.7;315.38
12.03.2003;346.1;313.99
13.03.2003;334.5;307.35
14.03.2003;335.2;311.42
17.03.2003;340.75;318.73
18.03.2003;338.8;318.63
19.03.2003;335.8;317.09
20.03.2003;335.8;316.27
21.03.2003;333.5;316.32
24.03.2003;329.45;309.05
25.03.2003;331.9;310.43
26.03.2003;329.95;309.04
27.03.2003;332.75;310.42
28.03.2003;330.75;307.59
31.03.2003;334.85;306.86
01.04.2003;334.35;306.7
02.04.2003;329.3;305.18
03.04.2003;323.7;301.49
04.04.2003;323.8;302.62
07.04.2003;319.9;301.0
08.04.2003;323.4;303.14
09.04.2003;321.35;300.54
10.04.2003;324.6;299.94
11.04.2003;324.8;302.03
14.04.2003;325.95;302.1
15.04.2003;325.45;301.64
16.04.2003;324.1;298.68
17.04.2003;327.0;299.9
18.04.2003;327.0;299.9
21.04.2003;327.0;301.2
22.04.2003;334.9;305.58
23.04.2003;333.3;304.58
24.04.2003;333.7;302.85
25.04.2003;333.25;302.46
28.04.2003;332.6;302.45
29.04.2003;331.4;300.73
30.04.2003;336.75;301.75
01.05.2003;341.2;302.95
02.05.2003;340.5;303.46
05.05.2003;340.5;301.9
06.05.2003;342.85;302.26
07.05.2003;341.85;301.07
08.05.2003;346.45;302.54
09.05.2003;347.9;302.82
12.05.2003;351.1;304.07
13.05.2003;350.4;304.26
14.05.2003;353.55;307.6
15.05.2003;354.25;308.97
16.05.2003;355.0;307.61
19.05.2003;359.0;307.19
20.05.2003;366.3;314.35
21.05.2003;367.8;314.43
22.05.2003;369.6;316.38
23.05.2003;370.5;314.36
26.05.2003;370.5;312.18
27.05.2003;371.4;312.82
28.05.2003;359.5;306.21
29.05.2003;363.1;307.0
30.05.2003;361.4;307.27
02.06.2003;364.75;311.29
03.06.2003;365.0;311.58
04.06.2003;364.2;311.88
05.06.2003;366.75;309.57
06.06.2003;363.0;310.36
09.06.2003;362.75;308.47
10.06.2003;354.25;303.23
11.06.2003;354.25;301.35
12.06.2003;352.25;300.29
13.06.2003;353.05;299.22
16.06.2003;358.3;302.18
17.06.2003;362.75;307.02
18.06.2003;359.75;307.7
19.06.2003;357.65;306.08
20.06.2003;358.0;308.02
23.06.2003;355.0;307.91
24.06.2003;348.25;302.37
25.06.2003;348.1;300.92
26.06.2003;343.85;300.38
27.06.2003;345.5;302.42
30.06.2003;346.0;301.3
01.07.2003;350.2;302.0
02.07.2003;351.5;305.21
03.07.2003;349.4;303.22
04.07.2003;351.3;305.84
07.07.2003;348.15;306.92
08.07.2003;347.2;307.34
09.07.2003;344.15;303.9
10.07.2003;343.4;302.72
11.07.2003;343.7;304.05
14.07.2003;347.5;308.08
15.07.2003;348.25;309.83
16.07.2003;343.2;306.05
17.07.2003;342.5;306.25
18.07.2003;344.35;307.11
21.07.2003;350.0;309.13
22.07.2003;352.0;310.02
23.07.2003;354.75;310.0
24.07.2003;357.3;311.1
25.07.2003;363.0;314.54
28.07.2003;365.6;318.24
29.07.2003;363.5;315.99
30.07.2003;357.75;314.15
31.07.2003;354.75;315.18
01.08.2003;352.35;313.1
04.08.2003;347.5;306.49
05.08.2003;348.4;307.04
06.08.2003;352.0;309.45
07.08.2003;351.6;308.23
08.08.2003;353.95;312.55
11.08.2003;359.15;317.1
12.08.2003;360.1;318.79
13.08.2003;358.65;317.4
14.08.2003;363.6;322.84
15.08.2003;364.5;323.87
18.08.2003;360.25;322.79
19.08.2003;360.4;325.04
20.08.2003;363.7;327.02
21.08.2003;363.3;331.39
22.08.2003;358.75;330.37
25.08.2003;358.75;329.1
26.08.2003;360.5;331.27
27.08.2003;371.25;340.75
28.08.2003;369.8;339.05
29.08.2003;375.6;342.11
01.09.2003;376.25;342.89
02.09.2003;373.7;343.95
03.09.2003;370.0;341.77
04.09.2003;370.75;340.17
05.09.2003;375.8;340.71
08.09.2003;374.65;337.54
09.09.2003;382.25;341.77
10.09.2003;380.0;338.97
11.09.2003;376.3;336.4
12.09.2003;378.25;334.7
15.09.2003;373.5;330.63
16.09.2003;374.6;334.75
17.09.2003;374.25;333.05
18.09.2003;378.3;335.91
19.09.2003;379.75;334.64
22.09.2003;385.5;335.86
23.09.2003;384.6;334.9
24.09.2003;385.0;335.67
25.09.2003;390.7;339.13
26.09.2003;382.7;333.57
29.09.2003;381.95;331.08
30.09.2003;388.0;333.18
01.10.2003;383.5;327.37
02.10.2003;382.2;326.97
03.10.2003;384.25;330.45
06.10.2003;371.3;318.34
07.10.2003;376.1;319.53
08.10.2003;375.25;317.73
09.10.2003;370.6;315.79
10.10.2003;372.3;315.39
13.10.2003;370.25;317.08
14.10.2003;373.95;319.66
15.10.2003;373.5;320.96
16.10.2003;373.4;319.31
17.10.2003;370.5;318.46
20.10.2003;373.8;320.47
21.10.2003;378.2;323.65
22.10.2003;384.75;326.41
23.10.2003;384.5;326.18
24.10.2003;388.25;328.37
27.10.2003;386.0;327.85
28.10.2003;384.4;328.91
29.10.2003;385.4;329.63
30.10.2003;386.5;330.71
31.10.2003;386.25;332.26
03.11.2003;383.25;334.07
04.11.2003;377.9;328.58
05.11.2003;378.75;329.76
06.11.2003;380.25;332.59
07.11.2003;378.95;330.27
10.11.2003;383.5;333.32
11.11.2003;387.8;336.51
12.11.2003;389.7;334.92
13.11.2003;395.4;337.78
14.11.2003;396.7;337.06
17.11.2003;393.7;333.98
18.11.2003;393.9;331.19
19.11.2003;395.15;331.4
20.11.2003;394.3;330.87
21.11.2003;395.5;331.48
24.11.2003;391.9;332.85
25.11.2003;391.75;332.16
26.11.2003;396.0;332.15
27.11.2003;395.45;332.35
28.11.2003;398.35;332.32
01.12.2003;400.25;334.59
02.12.2003;401.35;332.09
03.12.2003;401.8;331.86
04.12.2003;402.25;333.51
05.12.2003;402.4;331.44
08.12.2003;406.15;332.43
09.12.2003;407.75;334.14
10.12.2003;410.0;335.01
11.12.2003;404.1;332.74
12.12.2003;407.1;332.0
15.12.2003;407.5;331.5
16.12.2003;408.0;330.83
17.12.2003;408.25;329.74
18.12.2003;407.5;329.33
19.12.2003;409.75;331.7
22.12.2003;410.45;330.45
23.12.2003;409.25;329.52
24.12.2003;409.25;328.6
25.12.2003;409.25;328.6
26.12.2003;409.25;328.73
29.12.2003;412.0;330.04
30.12.2003;416.25;332.19
31.12.2003;416.25;330.0
01.01.2004;416.25;330.0
02.01.2004;415.25;329.9
05.01.2004;420.6;331.93
06.01.2004;424.4;332.93
07.01.2004;421.75;332.26
08.01.2004;421.0;330.92
09.01.2004;423.35;329.58
12.01.2004;425.25;332.19
13.01.2004;425.5;332.8
14.01.2004;419.5;330.74
15.01.2004;412.5;327.3
16.01.2004;408.4;329.51
19.01.2004;406.6;328.57
20.01.2004;409.25;325.59
21.01.2004;407.6;322.85
22.01.2004;409.25;322.08
23.01.2004;409.0;322.48
26.01.2004;408.2;324.96
27.01.2004;405.7;321.74
28.01.2004;411.0;326.5
29.01.2004;405.7;327.93
30.01.2004;399.75;321.78
02.02.2004;398.35;320.19
03.02.2004;401.45;319.71
04.02.2004;399.25;318.95
05.02.2004;399.55;317.07
06.02.2004;404.25;317.98
09.02.2004;405.95;320.21
10.02.2004;408.55;321.88
11.02.2004;405.75;320.13
12.02.2004;411.6;320.99
13.02.2004;416.0;325.27
16.02.2004;411.7;322.04
17.02.2004;414.5;323.27
18.02.2004;414.5;323.16
19.02.2004;409.8;323.26
20.02.2004;405.25;322.36
23.02.2004;399.5;318.09
24.02.2004;402.25;317.48
25.02.2004;400.25;319.1
26.02.2004;393.25;316.64
27.02.2004;395.85;318.59
01.03.2004;400.0;321.41
02.03.2004;395.75;321.79
03.03.2004;390.5;321.85
04.03.2004;392.0;321.68
05.03.2004;399.25;321.43
08.03.2004;399.85;323.63
09.03.2004;401.5;323.56
10.03.2004;400.25;327.43
11.03.2004;398.45;325.27
12.03.2004;398.0;326.48
15.03.2004;398.1;325.66
16.03.2004;402.5;326.1
17.03.2004;402.75;330.26
18.03.2004;410.75;331.87
19.03.2004;412.0;333.93
22.03.2004;417.65;337.49
23.03.2004;416.25;338.37
24.03.2004;415.25;340.02
25.03.2004;416.1;341.78
26.03.2004;421.5;348.39
29.03.2004;421.25;346.67
30.03.2004;420.0;344.79
31.03.2004;423.7;344.78
01.04.2004;427.25;345.52
02.04.2004;419.0;344.79
05.04.2004;417.7;347.69
06.04.2004;418.5;347.01
07.04.2004;419.0;344.32
08.04.2004;419.5;346.57
09.04.2004;419.5;346.57
12.04.2004;419.5;347.54
13.04.2004;407.9;342.5
14.04.2004;397.75;333.58
15.04.2004;398.25;333.72
16.04.2004;400.85;333.18
19.04.2004;403.1;335.08
20.04.2004;396.85;333.03
21.04.2004;392.75;330.78
22.04.2004;392.3;330.66
23.04.2004;394.5;333.62
26.04.2004;397.0;334.89
27.04.2004;396.25;332.89
28.04.2004;392.25;331.19
29.04.2004;386.0;323.22
30.04.2004;388.5;324.09
03.05.2004;388.5;324.98
04.05.2004;391.25;323.74
05.05.2004;392.55;323.71
06.05.2004;387.5;320.84
07.05.2004;380.8;319.74
10.05.2004;375.0;316.3
11.05.2004;375.25;317.83
12.05.2004;382.2;321.24
13.05.2004;375.15;316.92
14.05.2004;376.5;317.57
17.05.2004;382.95;319.19
18.05.2004;377.7;315.79
19.05.2004;380.75;316.41
20.05.2004;379.5;318.2
21.05.2004;385.3;320.6
24.05.2004;384.0;321.0
25.05.2004;388.9;321.31
26.05.2004;389.65;322.22
27.05.2004;393.6;320.95
28.05.2004;393.25;322.03
31.05.2004;393.25;322.03
01.06.2004;397.2;325.0
02.06.2004;394.85;321.71
03.06.2004;390.35;318.82
04.06.2004;388.3;317.23
07.06.2004;393.6;319.75
08.06.2004;392.35;319.88
09.06.2004;386.85;319.94
10.06.2004;384.95;318.34
11.06.2004;384.85;320.43
14.06.2004;385.1;318.67
15.06.2004;386.5;320.02
16.06.2004;385.25;320.79
17.06.2004;386.1;320.81
18.06.2004;395.1;325.84
21.06.2004;395.25;326.83
22.06.2004;395.75;327.3
23.06.2004;393.9;325.79
24.06.2004;400.0;328.47
25.06.2004;401.5;330.79
28.06.2004;404.25;331.61
29.06.2004;394.4;325.51
30.06.2004;395.8;325.32
01.07.2004;394.8;324.74
02.07.2004;397.75;323.36
05.07.2004;398.25;324.51
06.07.2004;394.5;321.45
07.07.2004;399.65;323.28
08.07.2004;405.35;326.88
09.07.2004;406.5;328.11
12.07.2004;406.35;327.53
13.07.2004;400.9;325.31
14.07.2004;403.8;325.92
15.07.2004;403.15;325.87
16.07.2004;406.3;326.46
19.07.2004;406.35;327.11
20.07.2004;400.0;323.17
21.07.2004;398.5;325.98
22.07.2004;397.75;324.13
23.07.2004;391.5;323.09
26.07.2004;390.75;321.57
27.07.2004;389.85;323.06
28.07.2004;387.3;321.69
29.07.2004;387.3;320.88
30.07.2004;391.4;325.1
02.08.2004;391.5;325.29
03.08.2004;390.95;324.1
04.08.2004;391.5;324.75
05.08.2004;390.85;324.45
06.08.2004;399.0;325.51
09.08.2004;399.0;325.54
10.08.2004;399.5;324.41
11.08.2004;393.85;322.71
12.08.2004;394.15;322.27
13.08.2004;396.75;321.19
16.08.2004;401.65;325.39
17.08.2004;401.3;325.48
18.08.2004;402.45;327.39
19.08.2004;406.5;328.92
20.08.2004;410.55;333.09
23.08.2004;410.6;336.35
24.08.2004;406.2;335.11
25.08.2004;406.0;335.63
26.08.2004;406.05;335.83
27.08.2004;405.1;336.56
30.08.2004;405.1;336.41
31.08.2004;407.25;335.1
01.09.2004;407.65;334.95
02.09.2004;406.1;334.09
03.09.2004;401.15;332.81
06.09.2004;401.6;332.52
07.09.2004;398.1;329.62
08.09.2004;396.3;326.78
09.09.2004;398.7;327.7
10.09.2004;401.35;326.39
13.09.2004;399.3;326.11
14.09.2004;405.25;329.97
15.09.2004;404.45;332.98
16.09.2004;403.4;332.33
17.09.2004;405.7;333.51
20.09.2004;404.3;332.83
21.09.2004;408.5;333.32
22.09.2004;405.35;331.21
23.09.2004;411.5;334.65
24.09.2004;407.85;332.46
27.09.2004;409.2;332.72
28.09.2004;411.7;334.38
29.09.2004;412.95;335.34
30.09.2004;415.65;334.66
01.10.2004;418.1;337.33
04.10.2004;412.55;336.47
05.10.2004;415.4;337.55
06.10.2004;418.45;340.11
07.10.2004;418.1;340.32
08.10.2004;421.75;339.7
11.10.2004;421.7;340.62
12.10.2004;414.7;336.94
13.10.2004;411.25;335.26
14.10.2004;415.35;335.14
15.10.2004;420.4;336.82
18.10.2004;419.1;334.78
19.10.2004;419.35;335.01
20.10.2004;423.6;336.07
21.10.2004;422.5;335.12
22.10.2004;422.8;334.72
25.10.2004;429.15;335.92
26.10.2004;427.5;334.65
27.10.2004;428.25;335.34
28.10.2004;424.2;333.08
29.10.2004;425.55;334.54
01.11.2004;428.85;336.48
02.11.2004;424.2;334.03
03.11.2004;423.5;330.85
04.11.2004;430.5;334.17
05.11.2004;431.0;333.81
08.11.2004;431.9;333.5
09.11.2004;433.65;335.81
10.11.2004;433.4;335.54
11.11.2004;433.8;336.41
12.11.2004;436.05;337.17
15.11.2004;437.6;338.16
16.11.2004;439.4;338.59
17.11.2004;443.45;340.47
18.11.2004;442.0;340.3
19.11.2004;445.6;341.23
22.11.2004;447.8;343.34
23.11.2004;448.15;342.4
24.11.2004;448.6;340.89
25.11.2004;451.15;340.76
26.11.2004;451.0;340.12
29.11.2004;451.25;339.66
30.11.2004;453.4;341.15
01.12.2004;452.85;340.35
02.12.2004;454.2;342.29
03.12.2004;448.65;335.55
06.12.2004;453.05;337.43
07.12.2004;451.8;336.47
08.12.2004;436.9;329.31
09.12.2004;437.1;329.7
10.12.2004;434.0;328.23
13.12.2004;435.1;327.2
14.12.2004;437.1;329.05
15.12.2004;439.0;327.09
16.12.2004;439.5;330.79
17.12.2004;438.9;331.15
20.12.2004;442.45;330.0
21.12.2004;440.95;329.94
22.12.2004;441.0;329.45
23.12.2004;441.1;326.68
24.12.2004;441.1;325.84
27.12.2004;441.1;323.81
28.12.2004;441.1;324.28
29.12.2004;440.25;324.06
30.12.2004;435.6;319.59
31.12.2004;435.6;320.47
03.01.2005;435.6;323.6
04.01.2005;427.75;321.8
05.01.2005;426.0;320.87
06.01.2005;424.35;322.16
07.01.2005;422.2;323.59
10.01.2005;420.0;320.72
11.01.2005;421.35;320.41
12.01.2005;426.6;321.1
13.01.2005;423.6;320.85
14.01.2005;422.5;322.65
17.01.2005;422.25;322.73
18.01.2005;421.75;323.84
19.01.2005;424.95;326.04
20.01.2005;422.9;326.51
21.01.2005;423.3;325.65
24.01.2005;427.35;327.63
25.01.2005;424.5;327.63
26.01.2005;425.8;325.75
27.01.2005;424.5;325.57
28.01.2005;426.8;328.07
31.01.2005;422.15;323.85
01.02.2005;420.9;323.61
02.02.2005;421.6;323.47
03.02.2005;416.5;321.51
04.02.2005;415.9;321.34
07.02.2005;414.4;322.96
08.02.2005;411.1;321.94
09.02.2005;411.15;321.47
10.02.2005;415.5;322.28
11.02.2005;418.85;325.28
14.02.2005;424.2;327.2
15.02.2005;424.4;327.28
16.02.2005;423.1;325.85
17.02.2005;426.25;326.27
18.02.2005;427.1;326.89
21.02.2005;427.15;326.78
22.02.2005;432.85;327.38
23.02.2005;432.6;327.89
24.02.2005;433.75;328.49
25.02.2005;434.25;329.21
28.02.2005;435.45;328.06
01.03.2005;433.45;328.73
02.03.2005;431.75;329.2
03.03.2005;430.2;327.71
04.03.2005;433.45;327.27
07.03.2005;433.0;328.27
08.03.2005;437.25;327.64
09.03.2005;439.5;328.95
10.03.2005;440.9;328.8
11.03.2005;443.7;329.64
14.03.2005;441.95;330.54
15.03.2005;440.65;331.0
16.03.2005;443.0;329.87
17.03.2005;438.6;327.81
18.03.2005;437.15;328.99
21.03.2005;432.7;328.24
22.03.2005;432.15;327.3
23.03.2005;426.15;327.49
24.03.2005;425.15;327.88
25.03.2005;425.15;327.88
28.03.2005;425.15;330.2
29.03.2005;426.1;329.96
30.03.2005;426.45;328.99
31.03.2005;427.5;328.93
01.04.2005;427.15;329.58
04.04.2005;423.9;330.51
05.04.2005;424.6;330.72
06.04.2005;425.75;331.32
07.04.2005;428.0;331.69
08.04.2005;425.2;330.96
11.04.2005;429.0;331.03
12.04.2005;427.3;331.65
13.04.2005;427.5;331.46
14.04.2005;423.45;330.61
15.04.2005;424.6;328.37
18.04.2005;425.75;327.19
19.04.2005;427.45;327.91
20.04.2005;433.2;331.52
21.04.2005;434.0;331.08
22.04.2005;434.6;332.25
25.04.2005;432.9;333.55
26.04.2005;437.0;337.23
27.04.2005;434.35;335.04
28.04.2005;432.5;334.87
29.04.2005;435.7;337.5
02.05.2005;435.7;339.37
03.05.2005;427.9;332.03
04.05.2005;428.8;330.98
05.05.2005;429.15;331.65
06.05.2005;425.15;330.96
09.05.2005;425.5;331.74
10.05.2005;427.4;331.87
11.05.2005;426.1;332.51
12.05.2005;424.25;333.73
13.05.2005;420.0;332.11
16.05.2005;419.25;332.17
17.05.2005;420.0;332.48
18.05.2005;419.75;332.15
19.05.2005;420.8;333.45
20.05.2005;418.0;333.19
23.05.2005;418.0;332.23
24.05.2005;418.3;332.45
25.05.2005;418.4;332.21
26.05.2005;418.0;333.8
27.05.2005;418.25;333.41
30.05.2005;418.25;335.28
31.05.2005;414.45;335.65
01.06.2005;415.35;338.7
02.06.2005;420.4;342.23
03.06.2005;423.55;345.09
06.06.2005;425.85;346.71
07.06.2005;424.1;345.63
08.06.2005;424.55;344.36
09.06.2005;422.5;346.52
10.06.2005;422.55;348.57
13.06.2005;429.1;356.47
14.06.2005;426.85;354.36
15.06.2005;428.7;354.02
16.06.2005;433.0;358.31
17.06.2005;437.5;357.71
20.06.2005;439.35;361.99
21.06.2005;435.2;358.65
22.06.2005;437.0;360.19
23.06.2005;439.15;364.39
24.06.2005;440.55;364.45
27.06.2005;439.3;361.22
28.06.2005;437.0;361.77
29.06.2005;435.8;361.11
30.06.2005;437.1;361.05
01.07.2005;432.6;361.48
04.07.2005;427.4;358.96
05.07.2005;423.75;355.87
06.07.2005;423.5;355.06
07.07.2005;425.2;355.77
08.07.2005;424.4;355.64
11.07.2005;424.2;351.49
12.07.2005;426.25;349.4
13.07.2005;424.5;351.04
14.07.2005;424.3;350.56
15.07.2005;418.35;347.39
18.07.2005;420.9;349.05
19.07.2005;419.25;349.65
20.07.2005;422.15;351.4
21.07.2005;424.25;350.06
22.07.2005;425.0;350.82
25.07.2005;425.4;352.58
26.07.2005;423.25;352.05
27.07.2005;424.0;352.2
28.07.2005;426.4;352.88
29.07.2005;429.0;353.19
01.08.2005;431.65;353.57
02.08.2005;431.0;353.03
03.08.2005;434.6;352.86
04.08.2005;438.6;354.58
05.08.2005;438.25;355.22
08.08.2005;436.2;352.76
09.08.2005;433.3;350.95
10.08.2005;436.55;352.54
11.08.2005;440.75;354.29
12.08.2005;447.25;359.74
15.08.2005;443.5;358.64
16.08.2005;443.0;359.39
17.08.2005;442.0;359.22
18.08.2005;439.65;361.12
19.08.2005;439.65;362.05
22.08.2005;439.65;359.41
23.08.2005;439.35;360.02
24.08.2005;440.0;359.08
25.08.2005;438.85;357.12
26.08.2005;436.75;354.17
29.08.2005;436.75;355.96
30.08.2005;430.65;353.24
31.08.2005;433.25;352.28
01.09.2005;439.6;352.62
02.09.2005;443.6;353.54
05.09.2005;446.05;356.37
06.09.2005;444.15;355.85
07.09.2005;445.05;357.54
08.09.2005;448.55;361.37
09.09.2005;448.25;360.66
12.09.2005;448.35;364.97
13.09.2005;445.4;362.78
14.09.2005;449.3;365.15
15.09.2005;454.8;372.25
16.09.2005;457.2;374.25
19.09.2005;464.5;382.38
20.09.2005;464.8;381.84
21.09.2005;469.1;383.67
22.09.2005;466.25;383.89
23.09.2005;462.65;383.34
26.09.2005;461.7;383.74
27.09.2005;464.1;386.6
28.09.2005;464.0;386.39
29.09.2005;472.4;393.29
30.09.2005;473.25;392.53
03.10.2005;466.1;391.37
04.10.2005;467.45;391.58
05.10.2005;463.5;387.72
06.10.2005;471.8;388.84
07.10.2005;472.7;390.16
10.10.2005;473.2;392.88
11.10.2005;475.5;396.4
12.10.2005;475.1;394.98
13.10.2005;469.5;393.45
14.10.2005;466.0;386.05
17.10.2005;474.5;394.45
18.10.2005;472.0;395.69
19.10.2005;465.9;388.75
20.10.2005;464.3;387.55
21.10.2005;462.85;385.21
24.10.2005;466.1;389.08
25.10.2005;472.25;390.31
26.10.2005;473.2;391.77
27.10.2005;474.4;390.6
28.10.2005;470.75;389.03
31.10.2005;470.75;393.03
01.11.2005;459.5;383.22
02.11.2005;460.8;381.92
03.11.2005;461.85;384.71
04.11.2005;460.5;389.81
07.11.2005;456.5;387.04
08.11.2005;461.6;392.57
09.11.2005;462.55;394.21
10.11.2005;467.0;397.57
11.11.2005;466.75;398.74
14.11.2005;467.5;399.52
15.11.2005;468.25;401.12
16.11.2005;475.75;407.93
17.11.2005;486.15;414.57
18.11.2005;485.85;415.03
21.11.2005;488.95;416.5
22.11.2005;492.6;420.4
23.11.2005;487.6;413.52
24.11.2005;493.4;418.58
25.11.2005;495.9;422.67
28.11.2005;496.0;420.57
29.11.2005;496.0;421.68
30.11.2005;495.65;420.42
01.12.2005;499.75;426.66
02.12.2005;502.5;429.76
05.12.2005;505.65;429.96
06.12.2005;504.25;428.17
07.12.2005;515.4;439.67
08.12.2005;515.7;436.09
09.12.2005;525.5;444.08
12.12.2005;536.5;448.82
13.12.2005;522.5;437.88
14.12.2005;509.5;423.52
15.12.2005;506.25;423.69
16.12.2005;507.0;422.31
19.12.2005;508.75;424.15
20.12.2005;502.5;422.68
21.12.2005;489.0;413.95
22.12.2005;500.0;421.39
23.12.2005;500.0;421.28
26.12.2005;500.0;421.28
27.12.2005;500.0;421.5
28.12.2005;518.0;434.73
29.12.2005;513.0;433.13
30.12.2005;513.0;434.91
02.01.2006;513.0;434.91
03.01.2006;530.0;442.5
04.01.2006;529.5;438.02
05.01.2006;524.75;433.95
06.01.2006;535.25;440.66
09.01.2006;541.5;448.43
10.01.2006;543.5;450.31
11.01.2006;544.4;449.97
12.01.2006;542.5;450.64
13.01.2006;548.25;454.02
16.01.2006;561.75;463.47
17.01.2006;553.25;458.54
18.01.2006;545.0;450.39
19.01.2006;554.75;457.88
20.01.2006;567.25;469.03
23.01.2006;554.5;451.46
24.01.2006;557.25;453.95
25.01.2006;561.75;458.07
26.01.2006;556.5;454.32
27.01.2006;561.75;462.86
30.01.2006;565.0;467.58
31.01.2006;568.75;468.38
01.02.2006;568.25;469.65
02.02.2006;572.15;473.34
03.02.2006;569.0;474.15
06.02.2006;569.75;475.62
07.02.2006;558.7;467.43
08.02.2006;548.75;459.19
09.02.2006;560.25;468.77
10.02.2006;557.0;467.62
13.02.2006;549.3;461.34
14.02.2006;539.7;454.54
15.02.2006;540.5;454.26
16.02.2006;538.75;453.32
17.02.2006;551.7;462.78
20.02.2006;554.5;464.15
21.02.2006;554.0;465.57
22.02.2006;553.0;465.59
23.02.2006;551.2;462.36
24.02.2006;554.15;466.91
27.02.2006;553.25;466.58
28.02.2006;556.0;466.35
01.03.2006;564.25;472.91
02.03.2006;563.75;470.44
03.03.2006;565.0;470.38
06.03.2006;565.25;470.67
